USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MO	29169	00758539	Pulaski County	1416984433	11342832	     547.101	       4.379	 37.824835	 -92.207022                                                                                                   
MO	29171	00758540	Putnam County	1339843850	5943333	     517.317	       2.295	 40.478606	 -93.014531                                                                                                     
MO	29173	00758541	Ralls County	1216727530	36396585	     469.781	      14.053	 39.553455	 -91.524787                                                                                                     
MO	29175	00758542	Randolph County	1250217889	13254193	     482.712	       5.117	 39.439249	 -92.492959                                                                                                  
MO	29177	00758543	Ray County	1473200437	13287170	     568.806	       5.130	 39.308401	 -93.995746                                                                                                       
MO	29179	00758544	Reynolds County	2093947121	15372862	     808.478	       5.935	 37.360857	 -90.969516                                                                                                  
MO	29181	00758545	Ripley County	1630498739	5443027	     629.539	       2.102	 36.648902	 -90.867060                                                                                                     
MO	29183	00758546	St. Charles County	1451531948	83314211	     560.440	      32.168	 38.781102	 -90.674915                                                                                               
MO	29185	00758547	St. Clair County	1748205639	70124657	     674.986	      27.075	 38.039069	 -93.773076                                                                                                 
MO	29186	00765806	Ste. Genevieve County	1292800498	19739775	     499.153	       7.622	 37.885845	 -90.161531                                                                                            
MO	29187	00758548	St. Francois County	1170437422	7160607	     451.908	       2.765	 37.810707	 -90.473868                                                                                               
MO	29189	00758549	St. Louis County	1315122143	39385817	     507.772	      15.207	 38.640702	 -90.445954                                                                                                 
MO	29195	00758550	Saline County	1956716995	29587339	     755.493	      11.424	 39.135840	 -93.204164                                                                                                    
MO	29197	00758551	Schuyler County	795916341	2216076	     307.305	       0.856	 40.469361	 -92.519016                                                                                                    
MO	29199	00758552	Scotland County	1130968300	6797936	     436.669	       2.625	 40.447686	 -92.142824                                                                                                   
MO	29201	00758553	Scott County	1087765676	15199711	     419.989	       5.869	 37.047793	 -89.568098                                                                                                     
MO	29203	00758554	Shannon County	2599881254	464011	    1003.820	       0.179	 37.152498	 -91.391328                                                                                                     
MO	29205	00758555	Shelby County	1297230230	3764605	     500.863	       1.454	 39.797531	 -92.088719                                                                                                     
MO	29207	00758556	Stoddard County	2132128413	15028304	     823.219	       5.802	 36.851557	 -89.947481                                                                                                  
MO	29209	00758557	Stone County	1201848046	121059167	     464.036	      46.741	 36.751004	 -93.473701                                                                                                    
MO	29211	00758558	Sullivan County	1678264468	9123184	     647.982	       3.522	 40.209587	 -93.109783                                                                                                   
MO	29213	00758559	Taney County	1638012284	49727408	     632.440	      19.200	 36.649827	 -93.042819                                                                                                     
MO	29215	00758560	Texas County	3049104542	5071080	    1177.266	       1.958	 37.314257	 -91.964478                                                                                                      
MO	29217	00758561	Vernon County	2140347625	27016451	     826.393	      10.431	 37.850196	 -94.341597                                                                                                    
MO	29219	00758562	Warren County	1110070577	23748217	     428.601	       9.169	 38.761902	 -91.159306                                                                                                    
MO	29221	00758563	Washington County	1968056214	6778977	     759.871	       2.617	 37.942611	 -90.897018                                                                                                 
MO	29223	00758564	Wayne County	1966257798	38558983	     759.176	      14.888	 37.112319	 -90.452378                                                                                                     
MO	29225	00758565	Webster County	1534730221	3110547	     592.563	       1.201	 37.280804	 -92.876080                                                                                                    
MO	29227	00758566	Worth County	690523564	535323	     266.613	       0.207	 40.480192	 -94.418748                                                                                                        
MO	29229	00758567	Wright County	1765780048	3533325	     681.772	       1.364	 37.267636	 -92.480010                                                                                                     
MO	29510	00767557	St. Louis city	160458041	10670040	      61.953	       4.120	 38.635699	 -90.244582                                                                                                    
MT	30001	01719627	Beaverhead County	14355471225	78345572	    5542.679	      30.249	 45.133863	-112.892869                                                                                               
MT	30003	01716521	Big Horn County	12942492843	49185856	    4997.125	      18.991	 45.407869	-107.518163                                                                                                 
MT	30005	01722470	Blaine County	10948213994	29079150	    4227.129	      11.228	 48.428282	-108.967648                                                                                                   
MT	30007	01719625	Broadwater County	3087316637	119289206	    1192.020	      46.058	 46.329849	-111.497873                                                                                               
MT	30009	01720111	Carbon County	5304126731	34674674	    2047.935	      13.388	 45.224475	-109.028551                                                                                                    
MT	30011	01688746	Carter County	8651779114	19499108	    3340.471	       7.529	 45.516825	-104.515324                                                                                                    
MT	30013	01719622	Cascade County	6988361955	34331733	    2698.222	      13.256	 47.316443	-111.350571                                                                                                   
MT	30015	01719619	Chouteau County	10288581590	62618447	    3972.444	      24.177	 47.886837	-110.436189                                                                                                 
MT	30017	01720109	Custer County	9798804902	25523467	    3783.340	       9.855	 46.261481	-105.550508                                                                                                    
MT	30019	01637566	Daniels County	3693585018	1021697	    1426.101	       0.394	 48.794429	-105.541739                                                                                                    
MT	30021	01715632	Dawson County	6143899768	29279964	    2372.173	      11.305	 47.272425	-104.901027                                                                                                    
MT	30023	01719617	Deer Lodge County	1908004250	12199241	     736.685	       4.710	 46.094612	-113.141624                                                                                                
MT	30025	01688745	Fallon County	4196968853	5915331	    1620.459	       2.284	 46.318184	-104.405718                                                                                                     
MT	30027	01719614	Fergus County	11238872754	27700322	    4339.353	      10.695	 47.223641	-109.223714                                                                                                   
MT	30029	01719611	Flathead County	13175882902	437082640	    5087.237	     168.759	 48.314575	-114.054533                                                                                                
MT	30031	01720053	Gallatin County	6746197554	75237084	    2604.722	      29.049	 45.518054	-111.163921                                                                                                  
MT	30033	01716058	Garfield County	12112207601	446716183	    4676.550	     172.478	 47.280033	-106.986706                                                                                                
MT	30035	01719607	Glacier County	7756722585	106140211	    2994.887	      40.981	 48.705671	-112.990502                                                                                                  
MT	30037	01723078	Golden Valley County	3041743931	2621792	    1174.424	       1.012	 46.380624	-109.174586                                                                                              
MT	30039	01719605	Granite County	4473268340	14547083	    1727.139	       5.617	 46.395955	-113.427356                                                                                                   
MT	30041	01720048	Hill County	7509065661	44201872	    2899.267	      17.066	 48.631959	-110.106321                                                                                                      
MT	30043	01720045	Jefferson County	4291406516	6605901	    1656.921	       2.551	 46.124246	-112.059424                                                                                                  
MT	30045	01719602	Judith Basin County	4842662499	2066731	    1869.763	       0.798	 47.032558	-110.305320                                                                                               
MT	30047	01796943	Lake County	3860279421	423557170	    1490.462	     163.536	 47.642901	-114.083687                                                                                                     
MT	30049	00793926	Lewis and Clark County	8957621068	101077021	    3458.557	      39.026	 47.122034	-112.382924                                                                                          
MT	30051	01720036	Liberty County	3704088496	44389510	    1430.157	      17.139	 48.559654	-111.036924                                                                                                   
MT	30053	01720038	Lincoln County	9356922529	161078666	    3612.728	      62.193	 48.552385	-115.463185                                                                                                  
MT	30055	01716270	McCone County	6843602621	103093129	    2642.330	      39.804	 47.629628	-105.757222                                                                                                   
MT	30057	01720033	Madison County	9293431729	39686248	    3588.214	      15.323	 45.325278	-111.913781                                                                                                   
MT	30059	01719600	Meagher County	6194857385	7404298	    2391.848	       2.859	 46.585700	-110.921740                                                                                                    
MT	30061	01720030	Mineral County	3158843928	9897206	    1219.637	       3.821	 47.154909	-115.064849                                                                                                    
MT	30063	01719596	Missoula County	6715988454	64467912	    2593.058	      24.891	 47.027263	-113.892681                                                                                                  
MT	30065	01719593	Musselshell County	4840652081	7123215	    1868.986	       2.750	 46.505281	-108.439763                                                                                                
MT	30067	01720027	Park County	7259490989	27015343	    2802.905	      10.431	 45.421905	-110.532798                                                                                                      
MT	30069	01719590	Petroleum County	4288041275	48927318	    1655.622	      18.891	 47.141917	-108.226575                                                                                                 
MT	30071	01720023	Phillips County	13313557752	185538524	    5140.394	      71.637	 48.250143	-107.928897                                                                                                
MT	30073	01719587	Pondera County	4207497555	43979774	    1624.524	      16.981	 48.230312	-112.219928                                                                                                   
MT	30075	01719584	Powder River County	8542358767	1565958	    3298.223	       0.605	 45.408926	-105.555344                                                                                               
MT	30077	01720021	Powell County	6024437069	16220808	    2326.048	       6.263	 46.844225	-112.931100                                                                                                    
MT	30079	01715847	Prairie County	4497958392	15092932	    1736.672	       5.827	 46.812381	-105.503991                                                                                                   
MT	30081	01719582	Ravalli County	6192590028	24247021	    2390.972	       9.362	 46.079298	-114.119065                                                                                                   
MT	30083	01715338	Richland County	5398471136	49588405	    2084.361	      19.146	 47.785513	-104.563387                                                                                                  
MT	30085	01669428	Roosevelt County	6097957344	37820803	    2354.435	      14.603	 48.282747	-104.995170                                                                                                 
MT	30087	01716795	Rosebud County	12972748900	43034238	    5008.807	      16.616	 46.173360	-106.666410                                                                                                  
MT	30089	01719578	Sanders County	7149653471	76377031	    2760.497	      29.489	 47.756500	-115.180295                                                                                                   
MT	30091	01677577	Sheridan County	4340270472	75077762	    1675.788	      28.988	 48.705523	-104.533913                                                                                                  
MT	30093	01719575	Silver Bow County	1859598425	1522160	     717.995	       0.588	 45.895959	-112.660222                                                                                                 
MT	30095	01719572	Stillwater County	4653276351	23988007	    1796.640	       9.262	 45.658903	-109.382098                                                                                                
MT	30097	01719569	Sweet Grass County	4805558677	17639847	    1855.437	       6.811	 45.813060	-109.941312                                                                                               
MT	30099	01720018	Teton County	5883404830	52657911	    2271.595	      20.331	 47.819035	-112.281725                                                                                                     
MT	30101	01719566	Toole County	4959694374	78009540	    1914.949	      30.120	 48.645052	-111.733493                                                                                                     
MT	30103	01719563	Treasure County	2532085947	17149961	     977.644	       6.622	 46.209558	-107.280369                                                                                                  
MT	30105	01678923	Valley County	12758875092	351462598	    4926.229	     135.700	 48.349850	-106.670424                                                                                                  
MT	30107	01719560	Wheatland County	3684213378	13010925	    1422.483	       5.024	 46.497047	-109.857147                                                                                                 
MT	30109	01696629	Wibaux County	2301427764	1756850	     888.586	       0.678	 46.962966	-104.274518                                                                                                     
MT	30111	01719558	Yellowstone County	6819683757	40851911	    2633.095	      15.773	 45.936987	-108.276656                                                                                               
NE	31001	00835823	Adams County	1458869089	2481410	     563.273	       0.958	 40.520632	 -98.500044                                                                                                      
NE	31003	00835824	Antelope County	2220183811	3558463	     857.218	       1.374	 42.183225	 -98.058037                                                                                                   
NE	31005	00835825	Arthur County	1852760329	7644719	     715.355	       2.952	 41.571944	-101.695898                                                                                                     
NE	31007	00835826	Banner County	1932676935	397069	     746.211	       0.153	 41.539750	-103.726263                                                                                                      
NE	31009	00835827	Blaine County	1840655370	9443900	     710.681	       3.646	 41.925230	 -99.990771                                                                                                     
NE	31011	00835828	Boone County	1778164057	1718583	     686.553	       0.664	 41.703934	 -98.070476                                                                                                      
NE	31013	00835991	Box Butte County	2785005881	6588657	    1075.297	       2.544	 42.210380	-103.081779                                                                                                  
NE	31015	00835829	Boyd County	1398425586	11890320	     539.935	       4.591	 42.894448	 -98.773022                                                                                                      
NE	31017	00835830	Brown County	3163293928	9814399	    1221.355	       3.789	 42.359562	 -99.923920                                                                                                      
NE	31019	00835831	Buffalo County	2507357642	18914607	     968.096	       7.303	 40.855226	 -99.074983                                                                                                   
NE	31021	00835832	Burt County	1273201441	14186180	     491.586	       5.477	 41.854179	 -96.337746                                                                                                      
NE	31023	00835833	Butler County	1514884892	15309110	     584.900	       5.911	 41.226072	 -97.132039                                                                                                    
NE	31025	00835834	Cass County	1443779582	21872205	     557.446	       8.445	 40.909878	 -96.140609                                                                                                      
NE	31027	00835835	Cedar County	1917398594	14335219	     740.312	       5.535	 42.604511	 -97.256824                                                                                                     
NE	31029	00835836	Chase County	2316533577	7978174	     894.419	       3.080	 40.530390	-101.694192                                                                                                      
NE	31031	00835837	Cherry County	15437761321	126677223	    5960.553	      48.910	 42.571323	-101.047653                                                                                                  
NE	31033	00835838	Cheyenne County	3098367773	292549	    1196.287	       0.113	 41.214236	-103.011929                                                                                                    
NE	31035	00835839	Clay County	1482222907	3234878	     572.289	       1.249	 40.523669	 -98.051050                                                                                                       
NE	31037	00835840	Colfax County	1066165102	12606715	     411.649	       4.867	 41.574960	 -97.088945                                                                                                    
NE	31039	00835841	Cuming County	1477895811	10447360	     570.619	       4.034	 41.915865	 -96.788517                                                                                                    
NE	31041	00835842	Custer County	6670698531	932956	    2575.571	       0.360	 41.393893	 -99.726866                                                                                                      
NE	31043	00835843	Dakota County	684416193	8199775	     264.255	       3.166	 42.391645	 -96.561356                                                                                                      
NE	31045	00835844	Dawes County	3616823755	11921995	    1396.464	       4.603	 42.711214	-103.134872                                                                                                     
NE	31047	00835845	Dawson County	2623947385	16371626	    1013.112	       6.321	 40.867378	 -99.815154                                                                                                    
NE	31049	00835846	Deuel County	1139208969	2230956	     439.851	       0.861	 41.111903	-102.332609                                                                                                      
NE	31051	00835847	Dixon County	1233434227	17271581	     476.232	       6.669	 42.485280	 -96.855862                                                                                                     
NE	31053	00835848	Dodge County	1369377419	36983845	     528.720	      14.280	 41.577008	 -96.645853                                                                                                     
NE	31055	00835849	Douglas County	850772343	28132018	     328.485	      10.862	 41.297091	 -96.154066                                                                                                    
NE	31057	00835850	Dundy County	2381955215	3046330	     919.678	       1.176	 40.180165	-101.681133                                                                                                      
NE	31059	00835851	Fillmore County	1490202786	2989990	     575.371	       1.154	 40.525040	 -97.596705                                                                                                   
NE	31061	00835852	Franklin County	1491355770	487899	     575.816	       0.188	 40.183203	 -98.962080                                                                                                    
NE	31063	00835853	Frontier County	2524180468	14212842	     974.592	       5.488	 40.530947	-100.406683                                                                                                  
NE	31065	00835854	Furnas County	1862542307	3915843	     719.132	       1.512	 40.191865	 -99.909663                                                                                                     
NE	31067	00835855	Gage County	2205274215	22014404	     851.461	       8.500	 40.255234	 -96.683453                                                                                                      
NE	31069	00835856	Garden County	4414047809	68874632	    1704.273	      26.593	 41.633364	-102.302985                                                                                                    
NE	31071	00835857	Garfield County	1475757743	4125559	     569.793	       1.593	 41.906868	 -98.951231                                                                                                   
NE	31073	00835858	Gosper County	1186616236	11831826	     458.155	       4.568	 40.509095	 -99.823206                                                                                                    
NE	31075	00835859	Grant County	2010407809	18130867	     776.223	       7.000	 41.913957	-101.755965                                                                                                     
NE	31077	00835860	Greeley County	1475804184	2188873	     569.811	       0.845	 41.567571	 -98.530565                                                                                                    
NE	31079	00835861	Hall County	1414817883	15229247	     546.264	       5.880	 40.866027	 -98.502664                                                                                                      
NE	31081	00835862	Hamilton County	1403528265	7341100	     541.905	       2.834	 40.872817	 -98.022329                                                                                                   
NE	31083	00835863	Harlan County	1433471290	53339808	     553.466	      20.595	 40.178766	 -99.403418                                                                                                    
NE	31085	00835864	Hayes County	1846821514	570786	     713.062	       0.220	 40.537234	-101.047963                                                                                                       
NE	31087	00835865	Hitchcock County	1838742723	22103380	     709.943	       8.534	 40.176896	-101.044217                                                                                                 
NE	31089	00835866	Holt County	6248082957	13201503	    2412.398	       5.097	 42.459287	 -98.784766                                                                                                      
NE	31091	00835867	Hooker County	1867683338	882994	     721.117	       0.341	 41.918700	-101.116810                                                                                                      
NE	31093	00835868	Howard County	1474578442	16199404	     569.338	       6.255	 41.216851	 -98.513342                                                                                                    
NE	31095	00835869	Jefferson County	1476728674	14239894	     570.168	       5.498	 40.175736	 -97.143103                                                                                                 
NE	31097	00835870	Johnson County	973968227	1766531	     376.051	       0.682	 40.395010	 -96.265367                                                                                                     
NE	31099	00835871	Kearney County	1337063628	274634	     516.243	       0.106	 40.509120	 -98.947602                                                                                                     
NE	31101	00835872	Keith County	2749565257	124671559	    1061.613	      48.136	 41.194245	-101.644449                                                                                                    
NE	31103	00835873	Keya Paha County	2002258342	2192458	     773.076	       0.847	 42.875480	 -99.718351                                                                                                  
NE	31105	00835874	Kimball County	2465269098	1448446	     951.846	       0.559	 41.199274	-103.703153                                                                                                    
NE	31107	00835875	Knox County	2870614961	81251136	    1108.351	      31.371	 42.634404	 -97.891349                                                                                                      
NE	31109	00835876	Lancaster County	2169240202	22877180	     837.548	       8.833	 40.783547	 -96.688658                                                                                                 
NE	31111	00835877	Lincoln County	6640907003	28630225	    2564.069	      11.054	 41.050322	-100.744481                                                                                                   
NE	31113	00835878	Logan County	1477985406	1203586	     570.653	       0.465	 41.542155	-100.443665                                                                                                      
NE	31115	00835879	Loup County	1471707073	7275368	     568.229	       2.809	 41.897665	 -99.509776                                                                                                       
NE	31117	00835881	McPherson County	2224742895	2680669	     858.978	       1.035	 41.648414	-101.120851                                                                                                  
NE	31119	00835880	Madison County	1483396631	7013730	     572.743	       2.708	 41.909929	 -97.606856                                                                                                    
NE	31121	00835882	Merrick County	1258350314	28301129	     485.852	      10.927	 41.169801	 -98.031051                                                                                                   
NE	31123	00835883	Morrill County	3687727802	15598670	    1423.840	       6.023	 41.732204	-102.990594                                                                                                   
NE	31125	00835884	Nance County	1143826264	17085923	     441.634	       6.597	 41.402385	 -97.991408                                                                                                     
NE	31127	00835885	Nemaha County	1055100609	5769943	     407.377	       2.228	 40.385236	 -95.853056                                                                                                     
NE	31129	00835886	Nuckolls County	1489645187	1718484	     575.155	       0.664	 40.176492	 -98.046842                                                                                                   
NE	31131	00835887	Otoe County	1594475628	8775373	     615.631	       3.388	 40.637992	 -96.131027                                                                                                       
NE	31133	00835888	Pawnee County	1116478188	4852361	     431.075	       1.874	 40.137850	 -96.245225                                                                                                     
NE	31135	00835889	Perkins County	2287828000	2840176	     883.335	       1.097	 40.857646	-101.627468                                                                                                    
NE	31137	00835890	Phelps County	1398048578	1646534	     539.790	       0.636	 40.516365	 -99.406557                                                                                                     
NE	31139	00835891	Pierce County	1484707285	3481943	     573.249	       1.344	 42.271413	 -97.610992                                                                                                     
NE	31141	00835892	Platte County	1745758248	27319783	     674.041	      10.548	 41.576866	 -97.513467                                                                                                    
NE	31143	00835893	Polk County	1135309850	5947394	     438.346	       2.296	 41.187925	 -97.570663                                                                                                       
NE	31145	00835894	Red Willow County	1856984023	2643458	     716.986	       1.021	 40.169420	-100.468576                                                                                                 
NE	31147	00835895	Richardson County	1429258642	7077617	     551.840	       2.733	 40.123743	 -95.718603                                                                                                 
NE	31149	00835896	Rock County	2611500852	8807750	    1008.306	       3.401	 42.394749	 -99.420851                                                                                                       
NE	31151	00835897	Saline County	1486698708	5934626	     574.018	       2.291	 40.516802	 -97.131755                                                                                                     
NE	31153	00835898	Sarpy County	619058303	22023421	     239.020	       8.503	 41.115064	 -96.109125                                                                                                      
NE	31155	00835899	Saunders County	1943097564	24827641	     750.234	       9.586	 41.223152	 -96.640923                                                                                                  
NE	31157	00835900	Scotts Bluff County	1915039161	15437668	     739.401	       5.961	 41.850331	-103.701549                                                                                              
NE	31159	00835901	Seward County	1479990669	11547536	     571.428	       4.459	 40.871944	 -97.140383                                                                                                    
NE	31161	00835902	Sheridan County	6321831894	74941797	    2440.873	      28.935	 42.512289	-102.368280                                                                                                  
NE	31163	00835903	Sherman County	1465489243	15062146	     565.829	       5.816	 41.218743	 -98.972849                                                                                                   
NE	31165	00835904	Sioux County	5352525304	1872668	    2066.622	       0.723	 42.470612	-103.732111                                                                                                      
NE	31167	00835905	Stanton County	1108381539	7908771	     427.949	       3.054	 41.905045	 -97.177109                                                                                                    
NE	31169	00835906	Thayer County	1486153354	3025340	     573.807	       1.168	 40.173845	 -97.596263                                                                                                     
NE	31171	00835907	Thomas County	1846268434	2028358	     712.848	       0.783	 41.848620	-100.506911                                                                                                     
NE	31173	00835908	Thurston County	1019377255	6458660	     393.584	       2.494	 42.154061	 -96.533943                                                                                                   
NE	31175	00835909	Valley County	1471237003	6242699	     568.048	       2.410	 41.564094	 -98.983484                                                                                                     
NE	31177	00835910	Washington County	1009985946	8387724	     389.958	       3.239	 41.533973	 -96.224577                                                                                                 
NE	31179	00835911	Wayne County	1147143904	1087702	     442.915	       0.420	 42.210746	 -97.126243                                                                                                      
NE	31181	00835912	Webster County	1489017969	337241	     574.913	       0.130	 40.180646	 -98.498590                                                                                                     
NE	31183	00835913	Wheeler County	1489739734	1059454	     575.192	       0.409	 41.922578	 -98.520851                                                                                                    
NE	31185	00835914	York County	1482793517	8595590	     572.510	       3.319	 40.873056	 -97.596742                                                                                                       
NV	32001	00858638	Churchill County	12770148576	242405502	    4930.582	      93.593	 39.537710	-118.264165                                                                                               
NV	32003	00863600	Clark County	20438834319	438841388	    7891.478	     169.438	 36.214257	-115.013812                                                                                                   
NV	32005	00858643	Douglas County	1838162296	72317570	     709.718	      27.922	 38.905129	-119.609019                                                                                                   
NV	32007	00857664	Elko County	44471193293	85747701	   17170.424	      33.107	 41.141133	-115.351424                                                                                                     
NV	32009	00858641	Esmeralda County	9277052939	18552011	    3581.890	       7.163	 37.778966	-117.632382                                                                                                 
NV	32011	00858640	Eureka County	10814963933	11082875	    4175.681	       4.279	 39.977788	-116.272208                                                                                                   
NV	32013	00863310	Humboldt County	24969524844	44196979	    9640.788	      17.065	 41.407914	-118.127591                                                                                                 
NV	32015	00863368	Lander County	14219255502	76103226	    5490.085	      29.384	 39.900210	-117.047240                                                                                                   
NV	32017	00863992	Lincoln County	27540364862	9802713	   10633.395	       3.785	 37.634605	-114.863037                                                                                                   
NV	32019	00858645	Lyon County	5183310353	59602530	    2001.287	      23.013	 39.022213	-119.197425                                                                                                      
NV	32021	00858644	Mineral County	9719802099	155746685	    3752.837	      60.134	 38.516647	-118.416279                                                                                                  
NV	32023	00863599	Nye County	47091002405	43207981	   18181.938	      16.683	 37.965864	-116.459011                                                                                                      
NV	32027	00858646	Pershing County	15634723159	79934451	    6036.601	      30.863	 40.439639	-118.409477                                                                                                 
NV	32029	00858642	Storey County	680962190	1871089	     262.921	       0.722	 39.438385	-119.524646                                                                                                      
NV	32031	00858608	Washoe County	16323089034	621162127	    6302.380	     239.832	 40.734015	-119.662272                                                                                                  
NV	32033	00858615	White Pine County	22985054689	54678877	    8874.580	      21.112	 39.418234	-114.900605                                                                                               
NV	32510	00863219	Carson City	374669606	32587484	     144.661	      12.582	 39.153060	-119.747379                                                                                                       
NH	33001	00873174	Belknap County	1036582285	177039289	     400.227	      68.355	 43.519109	 -71.425366                                                                                                  
NH	33003	00873175	Carroll County	2411467696	158924712	     931.073	      61.361	 43.867567	 -71.201665                                                                                                  
NH	33005	00873176	Cheshire County	1830365875	57990894	     706.708	      22.390	 42.925455	 -72.248217                                                                                                  
NH	33007	00873177	Coos County	4648216850	90773914	    1794.687	      35.048	 44.652419	 -71.289383                                                                                                      
NH	33009	00873178	Grafton County	4425926973	105375540	    1708.860	      40.686	 43.926498	 -71.842337                                                                                                  
NH	33011	00873179	Hillsborough County	2269346872	41478107	     876.200	      16.015	 42.911643	 -71.723101                                                                                              
NH	33013	00873180	Merrimack County	2419397118	57788836	     934.134	      22.312	 43.299485	 -71.680130                                                                                                 
NH	33015	00873181	Rockingham County	1799732526	259591042	     694.881	     100.229	 42.988583	 -71.098988                                                                                               
NH	33017	00873182	Strafford County	955401999	39157533	     368.883	      15.119	 43.293172	 -71.035889                                                                                                  
NH	33019	00873183	Sullivan County	1391587914	38070571	     537.295	      14.699	 43.361188	 -72.222084                                                                                                  
NJ	34001	00882270	Atlantic County	1439256827	300767732	     555.700	     116.127	 39.469354	 -74.633758                                                                                                 
NJ	34003	00882271	Bergen County	603605810	35276008	     233.054	      13.620	 40.959698	 -74.074727                                                                                                     
NJ	34005	00882272	Burlington County	2068300220	55071387	     798.575	      21.263	 39.875786	 -74.663006                                                                                                
NJ	34007	00882273	Camden County	573077187	15607750	     221.266	       6.026	 39.802352	 -74.961251                                                                                                     
NJ	34009	00882274	Cape May County	651209688	955666476	     251.433	     368.985	 39.086142	 -74.847716                                                                                                  
NJ	34011	00882275	Cumberland County	1252937239	502091171	     483.762	     193.858	 39.328387	 -75.121644                                                                                               
NJ	34013	00882276	Essex County	326923172	8819138	     126.226	       3.405	 40.787400	 -74.246292                                                                                                       
NJ	34015	00882277	Gloucester County	834029457	39256273	     322.021	      15.157	 39.722825	 -75.145548                                                                                                 
NJ	34017	00882278	Hudson County	119573183	41957227	      46.167	      16.200	 40.731375	 -74.078601                                                                                                     
NJ	34019	00882228	Hunterdon County	1108086745	24897574	     427.835	       9.613	 40.565283	 -74.911969                                                                                                 
NJ	34021	00882229	Mercer County	581629671	11189320	     224.568	       4.320	 40.282503	 -74.703724                                                                                                     
NJ	34023	00882230	Middlesex County	800430391	35670780	     309.048	      13.773	 40.439613	 -74.407579                                                                                                  
NJ	34025	00882910	Monmouth County	1213170996	509997774	     468.408	     196.911	 40.287048	 -74.152446                                                                                                 
NJ	34027	00882231	Morris County	1192173860	55314215	     460.301	      21.357	 40.858581	 -74.547427                                                                                                    
NJ	34029	00882279	Ocean County	1628693208	742185053	     628.842	     286.559	 39.865669	 -74.258864                                                                                                    
NJ	34031	00882232	Passaic County	480898988	32017797	     185.676	      12.362	 41.037890	 -74.298280                                                                                                    
NJ	34033	00882233	Salem County	859872501	104455871	     331.999	      40.331	 39.573828	 -75.357356                                                                                                     
